id	x	y
2569	-37.03801481	-7.560667349
2570	-38.06613808	-6.787153973
3754	-35.50446997	-6.147044386
2571	-35.35489313	-6.860563087
3698	-35.92160235	-5.960541229
2572	-35.73182262	-6.859269035
2573	-35.75422297	-6.525052723
3701	-35.59047185	-6.000419533
3702	-35.38322332	-6.217661681
2634	-38.3153635	-7.423615034
2622	-36.64806171	-7.794926113
2623	-37.97057747	-7.050482767
3757	-37.82402702	-6.103396677
2626	-36.31862221	-6.864198577
2782	-37.57576135	-6.755424629
2635	-35.6467942	-6.609439062
2636	-35.39172459	-6.725330276
2637	-37.74183818	-7.08824096
2783	-37.09581215	-8.076371111
2632	-35.93023657	-6.642982479
2592	-37.94859332	-6.474412624
2593	-38.47801288	-7.289646939
2786	-41.00512713	-8.618529189
2787	-35.94522473	-8.456815512
2789	-37.03826989	-9.086792676
2794	-36.27658827	-8.891027001
2796	-40.49385138	-7.61311975
2797	-37.00760514	-8.379792649
2855	-36.90062674	-9.142837173
2800	-35.81409502	-8.603870376
2831	-39.20157366	-7.745385214
2801	-38.98171156	-8.583218536
2802	-36.4062306	-8.276342094
2803	-37.98733834	-8.264982029
2806	-36.68353099	-9.201594469
2804	-35.78227805	-8.219354309
2805	-39.96446351	-7.655358279
2811	-36.28109973	-8.075256159
2807	-35.56548123	-7.779683624
2809	-36.52939937	-9.026261718
2810	-37.32086342	-7.336381746
486	-38.35357564	-11.41923551
2679	-37.35855157	-7.283982397
254	-42.53628815	-13.32329856
204	-39.33136646	-8.832016555
2673	-35.30598103	-7.038038612
3777	-35.95263043	-5.290106847
3717	-38.39885981	-6.114314061
3761	-38.31721855	-6.404553081
355	-40.84080457	-12.6087824
2687	-36.2059121	-6.475950255
1710	-44.06539883	-15.32522702
2888	-35.5005243	-7.703748699
2643	-35.43214249	-7.141197388
2716	-37.13978378	-7.041308023
3688	-37.76255209	-6.153997501
2746	-38.32724598	-7.259119139
2740	-36.40173462	-7.591800277
3048	-42.78356359	-9.47530101
3107	-42.00411098	-8.114323586
3134	-42.16566306	-5.722983905
3187	-42.92138014	-9.322411589
2808	-35.70653172	-8.493450736
2813	-37.11413216	-8.657772013
2815	-39.32907098	-8.386077425
2816	-36.25312904	-8.487486724
2830	-35.72984864	-8.675288247
2827	-35.31352066	-7.800630265
2828	-36.09821115	-8.112156265
2829	-35.72224795	-7.756738794
2839	-37.68119757	-8.173388968
2840	-40.61985487	-8.495777491
2837	-35.72040598	-8.039441729
2843	-35.38299406	-7.952365312
2846	-37.88813685	-7.93543286
2874	-38.2135597	-9.20723184
54	-36.84857474	-9.788907589
2847	-38.35189861	-8.518022257
2848	-35.88467392	-7.934653515
2850	-36.50145151	-8.873523208
2856	-37.71994929	-8.583762882
2859	-37.39754677	-7.86642698
2861	-37.84501119	-8.808934896
2864	-40.23553706	-7.498350136
2866	-37.29485246	-8.989445959
2868	-37.14293696	-7.397049805
2877	-36.45924167	-8.74383706
2878	-36.39361235	-8.715065644
2879	-36.14239008	-8.75490002
2880	-35.33639998	-7.852176793
2884	-40.22277109	-8.777222492
2885	-36.28596025	-8.677542816
2891	-38.73575823	-8.157209567
2892	-39.52147039	-7.617692285
56	-36.68202958	-9.543267819
2886	-35.44793017	-7.848288036
2889	-37.54327609	-8.893145331
2896	-35.59752908	-7.705326498
2897	-39.59062601	-8.471745541
57	-36.61995228	-10.1394654
2901	-36.05032778	-8.666585203
2898	-40.16814407	-7.962578331
2902	-36.72247428	-8.891061753
2907	-36.91302139	-8.676657952
58	-37.69618146	-9.272370078
2903	-39.76984945	-8.159662465
2904	-35.54616532	-8.011960715
2908	-36.84656656	-8.326843059
2909	-38.35524768	-8.888533435
2917	-35.88241603	-8.080666017
59	-37.22838344	-9.654893855
2941	-35.49028253	-7.603542518
2910	-40.57216201	-9.019292448
2911	-36.69347976	-8.206687418
2915	-37.84900312	-7.717636951
2920	-35.68382163	-8.303190959
2921	-35.59358041	-7.915096427
2928	-40.60411474	-8.257941537
2922	-39.06474697	-8.218701524
2924	-36.55081806	-8.359864577
2925	-40.30152976	-8.290587397
2926	-38.17531327	-7.849219477
2927	-36.32508875	-7.889087061
2929	-39.91399711	-8.629270102
2930	-35.88259823	-7.824195226
2933	-36.44584381	-8.531267348
2934	-36.14775147	-8.328360813
2936	-35.78676694	-8.414935856
2938	-38.74535853	-7.86537154
2939	-37.2733297	-7.527376316
2942	-38.36941486	-8.035668479
2943	-39.38078275	-7.849368422
2944	-37.33670551	-8.210090492
2947	-35.75422652	-7.891134815
2574	-35.70448014	-6.951496427
2576	-35.93316708	-7.04833202
2628	-35.25308781	-6.904783746
2577	-35.69156205	-7.534753211
4710	-37.33149096	-10.78720138
2580	-35.59664587	-6.699731976
2630	-35.28459616	-6.733132728
4714	-37.50046915	-10.76639821
2948	-37.5133685	-7.576901618
2949	-36.26980171	-8.347826703
2950	-38.07610959	-8.956388274
83	-37.25844855	-9.531025866
2954	-39.38425047	-8.150524181
2958	-40.30268042	-7.746567327
2561	-37.6618119	-7.470177948
4716	-37.91323016	-9.712072145
2624	-36.63453953	-7.644395493
4764	-37.42898579	-10.503845
561	-38.94234339	-12.41739619
2700	-35.29098179	-6.66843914
4718	-37.64602586	-10.33258103
2674	-38.33468145	-6.820830997
3684	-37.01393446	-5.526389595
3685	-36.59975074	-5.470979905
2780	-37.02967256	-6.788391414
2785	-37.61972842	-7.736764028
3150	-42.01427254	-7.457305695
4725	-37.32960479	-10.28205258
4726	-37.58989145	-10.52209822
2960	-37.43979766	-8.509536284
4733	-37.77699278	-11.25878972
3699	-35.81164195	-5.675409227
2961	-37.2638913	-7.687598349
86	-37.17194367	-9.491177693
3700	-36.44137638	-5.962311486
2963	-38.98883422	-7.975513533
4727	-37.30383772	-10.0783735
4729	-37.21837669	-10.22225921
4732	-37.4217389	-10.68551038
3703	-36.08329407	-5.17486981
4740	-37.58445352	-10.64754141
3704	-36.02603947	-5.765556253
2969	-40.96542414	-8.278016869
2970	-42.68023194	-5.783346029
2972	-40.9196594	-6.928456943
2973	-40.78676761	-7.195153002
3683	-36.64971016	-6.408987562
2964	-35.81754297	-7.776552353
2965	-35.98192324	-7.889700502
3686	-38.30810852	-6.208260815
3795	-38.22339426	-6.196418198
3111	-42.53790026	-5.894259943
716	-38.98958837	-7.694624415
3124	-43.36681405	-7.884520911
4712	-37.59687871	-11.12016938
3743	-37.28558494	-6.334275696
3758	-38.40253772	-6.372975117
4744	-37.34082986	-10.5939937
4706	-36.92079482	-10.16580574
3756	-36.13407123	-6.147595344
3770	-35.22240866	-5.801992291
3772	-35.42219453	-6.446970019
3759	-35.42825157	-5.926324014
422	-41.86071173	-10.96322413
67	-36.73545258	-9.802167071
76	-37.75985273	-9.057622109
504	-39.90599731	-11.87113244
68	-36.46703192	-9.733049485
80	-37.29547773	-9.60048745
47	-36.7885246	-9.629010491
79	-36.86417532	-9.337508061
48	-38.04963283	-9.39810772
498	-38.64029917	-12.12427582
84	-37.81556313	-9.436180446
85	-36.79245526	-10.05549462
87	-37.36420045	-9.139078825
49	-37.06965354	-9.382651998
50	-36.76829912	-9.390651917
51	-36.66380914	-9.890275566
43	-36.58181724	-9.629582189
89	-36.60664922	-9.416187756
90	-37.56378194	-9.644967327
91	-38.04815713	-9.241415321
118	-37.51112226	-9.390480732
99	-37.72603418	-9.524674207
100	-37.31990653	-9.298192847
532	-42.06489242	-14.32986171
103	-36.79586447	-10.18059108
108	-37.25054139	-9.387276549
110	-36.86284121	-10.10750499
116	-36.55027031	-9.963479503
122	-36.96781556	-9.897717156
548	-38.85562658	-11.99208921
215	-40.92032721	-14.54029237
616	-41.16502373	-12.23491472
216	-41.09212017	-12.62120015
589	-40.78430427	-11.88500367
221	-39.14650916	-12.3799645
217	-39.89149092	-10.28985755
726	-40.64673643	-3.168672537
296	-42.10351103	-11.15423955
220	-38.29401859	-10.40697639
252	-41.32320813	-11.97808578
222	-40.26461619	-10.55899437
233	-40.153937	-11.96385121
223	-38.19816389	-11.72334701
214	-41.52733677	-11.4114782
234	-38.62751928	-10.61899493
255	-39.85711432	-13.07577155
502	-42.67277668	-14.47341682
227	-39.07538421	-11.21357798
228	-38.52444056	-12.04771878
226	-41.37483626	-14.36423952
757	-39.05139885	-7.791748101
304	-39.26546423	-11.522161
235	-43.36799227	-11.00710627
305	-38.74013283	-12.33705739
241	-41.83579026	-11.84836282
236	-41.30624437	-13.59105818
238	-42.11245588	-11.97635358
245	-41.22400125	-15.0958458
246	-38.79392655	-11.56012041
247	-40.27194826	-14.34910706
253	-42.72003981	-12.74417774
248	-40.81829391	-12.8971056
249	-43.28382058	-13.27959001
257	-42.4484978	-12.08868724
258	-41.68196407	-14.1708358
459	-39.77362964	-12.92515039
266	-40.91285889	-14.31494543
260	-43.6848946	-10.57280854
264	-42.29131306	-14.47600005
265	-40.34977531	-11.15048805
347	-38.30848342	-10.74863893
267	-42.47613357	-14.01885607
268	-41.48251611	-11.73726127
270	-40.22047828	-11.04229913
282	-41.32786059	-15.32357392
