id	x	y
274	-43.17229598	-9.549760039
283	-39.49102777	-10.6901386
275	-40.72078847	-10.25108781
277	-41.69716078	-11.75637417
284	-38.98423588	-10.07098389
285	-39.81168777	-11.69386481
286	-39.98317416	-11.32271126
482	-38.55635488	-11.30602003
310	-41.89538653	-15.03789224
287	-41.27832239	-14.62510911
291	-41.33634662	-9.239588122
292	-39.366981	-12.74441284
295	-42.31347844	-13.23069253
3787	-35.22428549	-6.464778823
297	-39.16428408	-9.244003913
298	-38.42137844	-10.54610289
306	-37.67993165	-11.82786634
368	-39.33016282	-12.30174754
307	-42.04926844	-14.92729519
308	-41.09475893	-13.81611229
309	-38.78201738	-12.21857938
329	-38.87368954	-10.45684723
312	-37.95134079	-10.26839721
319	-39.6398148	-9.262774706
3789	-38.02872193	-6.28618428
351	-41.34238145	-13.38508657
316	-38.16790266	-11.50680787
322	-41.70795414	-13.85609925
328	-37.88696361	-11.93676655
326	-38.14616637	-11.97184684
327	-42.062313	-13.41262251
341	-38.43356301	-9.192756524
331	-38.20019807	-10.59297538
333	-39.03565381	-12.18870556
334	-40.14537116	-10.72007939
344	-42.0229634	-14.57936106
353	-42.18012892	-11.57317011
339	-39.7448744	-11.50582206
348	-40.1070053	-12.8161294
494	-37.90110764	-10.61714921
340	-42.59836466	-11.40774235
345	-42.82111787	-14.20484656
354	-42.36116254	-12.85842816
359	-42.28352138	-12.57562971
360	-41.91640223	-11.57592961
361	-43.20153948	-12.03684434
362	-39.15307205	-11.72678013
363	-42.70143874	-13.87275878
367	-38.4170546	-11.78986913
370	-39.78218638	-12.19962182
371	-42.47807083	-11.84210675
372	-40.04257422	-13.21685805
373	-40.91025172	-13.49608705
374	-41.57965031	-12.24260536
375	-38.75612745	-12.0496132
378	-40.25999118	-12.49719219
381	-41.02285728	-13.0836846
385	-42.22778811	-10.77680329
426	-42.23331489	-14.03888477
462	-39.47549807	-10.36357617
397	-38.19407728	-11.18964503
461	-40.74976119	-14.17857568
401	-39.74107685	-12.72415169
403	-39.84541263	-10.72971117
405	-41.38556153	-13.83682622
456	-42.9240471	-13.848978
409	-42.30857889	-14.77467268
463	-43.02547799	-11.77417994
410	-40.55977692	-11.13690836
411	-39.96222017	-13.54522159
419	-41.56832	-11.22531532
412	-40.09031955	-10.04012456
414	-37.59560552	-11.59731889
420	-40.33827441	-9.631350665
415	-40.15936506	-13.87219336
416	-38.54937214	-9.938407443
424	-41.59851215	-13.5182175
425	-40.27440959	-13.62673747
521	-40.11821154	-11.39566622
429	-40.97158025	-12.38272003
430	-40.27781257	-13.46408471
431	-38.95445079	-11.79248436
432	-41.78522186	-11.49854831
434	-41.33474241	-12.42019213
435	-42.46611705	-14.59098815
436	-42.0088715	-13.80869251
453	-40.65548325	-13.10779072
438	-40.264155	-12.12944949
460	-40.63701658	-10.81685561
440	-42.70991884	-13.17464864
441	-38.91239886	-9.276051829
443	-41.51718876	-14.6593518
445	-40.17647752	-11.72993754
447	-41.83587965	-14.34802385
448	-40.56501425	-14.04852438
450	-40.55289053	-13.49693898
485	-38.43061515	-10.38306302
458	-40.61086944	-11.42037374
464	-41.15108162	-11.47264934
465	-42.37106173	-15.00634806
466	-41.47274196	-13.06207219
516	-41.99499823	-11.29224706
468	-41.51888753	-11.983321
524	-39.41002133	-11.49440731
469	-40.58555933	-11.99948833
478	-39.63676645	-11.62117131
476	-39.45245215	-10.87590898
490	-43.24517872	-14.16268816
491	-41.55803456	-12.54612841
492	-42.2575059	-13.51301273
493	-43.06709686	-12.68407431
563	-39.84102815	-11.41650966
496	-38.29538341	-9.537688775
497	-39.6081587	-11.86122156
499	-37.95711429	-10.05621437
500	-41.87881975	-13.03715375
529	-38.49490968	-10.76603717
501	-43.11030083	-10.00885616
503	-40.34413702	-10.71701578
506	-41.71548803	-14.99225675
507	-40.61417809	-11.69300976
509	-40.46788057	-14.70978816
510	-40.36128272	-14.53585253
512	-40.12163326	-10.95468236
517	-41.7462352	-14.68805412
519	-39.73745197	-11.09811978
520	-39.12090562	-10.83300274
522	-39.58517088	-12.4694069
523	-42.255057	-9.600244351
535	-38.59822161	-9.431936236
526	-39.42426032	-11.81240908
527	-43.10614241	-13.67870295
528	-38.38415802	-10.9716774
531	-41.84737739	-13.48446157
533	-42.11757856	-13.15097002
672	-40.32792092	-2.895534446
534	-37.91598286	-11.54509175
536	-40.66161821	-12.24077129
539	-38.98232002	-11.93634701
540	-38.1426665	-9.75797174
544	-39.39685405	-11.16506096
553	-39.26984105	-12.46736663
550	-39.569998	-12.72941636
551	-38.75550162	-12.59054723
555	-39.5783449	-11.45869933
578	-40.25447361	-11.43524435
567	-38.59305057	-11.56924788
569	-40.38568331	-10.90895206
577	-38.96983503	-11.66046007
570	-41.88112999	-12.4203976
571	-43.12781953	-14.57081538
572	-40.11231315	-10.47527413
581	-38.15596765	-10.32771843
573	-41.64955694	-10.13619809
576	-39.37419533	-12.09711022
582	-40.88620377	-9.687375162
583	-41.79786547	-12.01936248
606	-41.06695057	-12.0381843
585	-41.17992206	-14.13356509
586	-42.54700717	-13.55552382
587	-39.08841049	-11.9511891
595	-41.45684439	-15.00632624
596	-38.78832804	-10.98718218
597	-39.44375957	-9.895798324
718	-39.28858624	-7.180431004
601	-42.10241388	-11.37340672
602	-41.23665346	-10.56975954
723	-38.57868657	-3.857109713
604	-42.68285632	-14.73688033
637	-40.1547659	-6.238704279
636	-39.02660658	-4.420047014
650	-38.93146364	-7.521874927
608	-39.4510312	-11.38022015
609	-40.04629386	-11.5967407
610	-40.31613188	-11.53953914
611	-41.03012311	-11.12077337
615	-40.92513819	-15.01744227
634	-40.74645218	-4.772594844
642	-39.33828719	-7.368830445
635	-40.07752412	-7.259047012
619	-42.5564616	-10.76321575
631	-38.39431283	-3.976298359
632	-37.67572188	-4.632780238
731	-39.17095513	-5.640737485
623	-39.49249972	-6.121980643
624	-40.29838881	-6.604727958
625	-40.5444891	-3.59240022
633	-38.71581992	-4.482849707
638	-39.86908807	-6.913919477
639	-38.96895347	-6.988988534
640	-38.75264473	-6.711480728
508	-40.28399624	-13.19623524
641	-38.90318363	-5.262332739
644	-38.79419558	-7.124869955
645	-41.19367961	-2.944910054
688	-38.9466019	-4.244050454
646	-38.85405646	-4.337225826
740	-38.98916982	-4.30570657
647	-38.11392041	-4.399772211
648	-40.30734148	-3.052832448
656	-40.52216303	-3.951280035
677	-40.24589257	-3.859403071
664	-39.0937702	-6.569449132
649	-39.80837767	-5.087701083
651	-40.80042792	-2.950436946
665	-41.23266976	-3.092482603
741	-39.66501675	-7.09356212
652	-40.27099996	-6.936627484
678	-38.52773521	-3.7859683
657	-39.27004292	-7.019908432
673	-39.26605921	-5.886693113
658	-39.46699136	-6.645704091
659	-41.00967484	-4.129795064
679	-37.87255812	-4.46349734
660	-38.29982226	-4.237996729
663	-38.80859203	-3.783136405
653	-39.41803296	-4.398172742
654	-38.90894688	-4.468245737
655	-39.11840816	-4.175449647
661	-39.91057654	-6.253456783
674	-38.31494353	-5.9799898
662	-40.1747869	-4.631361284
675	-38.45795037	-3.876322041
680	-40.83117209	-3.717463411
682	-40.77637117	-4.048036047
670	-39.48891122	-7.231180862
676	-39.5471363	-6.914535152
689	-40.40223315	-4.438882387
681	-39.44421591	-4.055663701
732	-39.89160433	-3.550012443
666	-39.19088354	-4.771919998
667	-38.47304041	-4.303060656
668	-40.72878439	-3.642860633
669	-40.71936392	-5.198538593
683	-41.00537067	-3.233966699
684	-39.21238577	-6.902199391
685	-40.36607126	-3.912401424
686	-38.67339785	-4.10482934
687	-40.91826467	-4.234798019
698	-40.80350905	-4.909622272
691	-38.72458019	-4.780111097
692	-41.00542022	-3.950857585
693	-38.55672565	-4.974086778
694	-37.48101706	-4.713120322
730	-38.93796421	-7.300097848
699	-38.7432179	-6.809141502
695	-38.78377502	-6.389036189
696	-39.27804237	-6.355695542
697	-40.34151388	-5.474096347
700	-40.66941058	-4.36881251
701	-40.8769445	-4.572913599
715	-39.24260088	-7.592159911
702	-38.33775403	-5.775249586
711	-38.75106365	-5.488716336
703	-39.81759447	-3.865408036
704	-37.87250131	-4.718998303
705	-38.54963233	-3.99908456
706	-39.57413853	-3.733643805
710	-39.57031753	-4.624062324
707	-39.59844224	-3.395719088
708	-38.9517734	-4.59602224
709	-39.88904123	-3.048942904
717	-40.49538795	-2.878702655
742	-40.52803983	-4.679364475
712	-38.53583337	-5.61603831
713	-38.70476667	-5.961239705
719	-39.60747531	-6.457880058
733	-39.15686298	-7.311591614
720	-38.99470706	-6.778004192
721	-38.01538805	-5.151511164
722	-39.51505501	-4.854565982
724	-38.72415942	-3.985262547
725	-40.25684136	-3.218209674
727	-40.38772251	-3.483929453
728	-38.71337115	-7.397726416
729	-40.4510559	-3.578184746
751	-38.83907197	-4.125999097
734	-39.74825567	-5.787966937
735	-40.04417302	-4.914782685
738	-40.03476794	-3.28711782
743	-40.77094569	-5.592459846
736	-38.3405679	-5.091241201
737	-40.67948996	-3.461325856
765	-40.0366737	-7.072131393
739	-40.75508394	-3.897791481
744	-38.50757902	-4.527061711
745	-38.94390494	-6.243561545
746	-38.49820083	-4.183615285
747	-38.59529817	-3.951340914
748	-38.90302885	-4.197722513
750	-38.02856707	-4.7066187
752	-39.03947495	-3.479995788
753	-39.18245783	-3.425401335
761	-39.45160071	-5.863042944
754	-40.59259395	-6.459973512
755	-39.39837649	-4.160401704
777	-40.16450408	-3.461261114
759	-38.49915991	-6.083169311
756	-39.84652671	-5.496138583
758	-39.14934248	-3.852372659
766	-38.1670967	-5.749379588
763	-41.07683214	-4.798672731
764	-39.10708396	-7.542972422
767	-40.76072072	-5.871532865
768	-38.94691156	-4.954373028
769	-39.1382791	-6.206037854
795	-39.4178382	-3.605269376
774	-38.15085036	-4.842271652
770	-39.32986628	-5.24356673
771	-37.8616623	-5.086973339
772	-38.76962975	-4.236504645
773	-40.61507811	-4.11818109
778	-39.75583793	-7.22245493
784	-39.35321736	-5.646475638
775	-39.88896166	-6.484237177
776	-40.36614289	-7.20444032
782	-38.27344984	-5.32576329
785	-40.39888751	-3.31370727
779	-40.04219748	-4.340480939
780	-40.99925996	-4.023854426
781	-39.06035515	-3.619305875
786	-40.49626802	-3.744030244
749	-40.68978771	-4.000736307
787	-39.00249072	-5.776522416
788	-38.04418358	-5.32475286
789	-40.33561457	-4.926940029
790	-39.74875853	-6.736077123
797	-38.73078804	-6.623109905
793	-41.06088401	-3.756587566
794	-39.35349262	-3.338074417
796	-40.89240586	-3.825854766
798	-39.39539548	-3.711289363
800	-40.67982671	-3.32088256
802	-39.3122105	-6.828066895
803	-41.13566503	-3.544829446
791	-40.25913804	-5.936557853
792	-39.58434717	-3.933295872
799	-39.51552059	-3.622423318
760	-38.31142303	-4.056196133
783	-39.26459949	-3.645374216
3778	-36.61919613	-6.713479124
3779	-35.25222864	-5.913312947
3781	-35.39551826	-6.283529595
3782	-37.62097043	-6.086424793
3783	-38.15793155	-6.135086798
3784	-35.87310451	-5.145513812
3785	-36.07918407	-5.524123623
3786	-36.33138117	-5.474711629
3788	-36.62354398	-5.2925609
3790	-35.69399334	-5.571098639
2611	-35.51804664	-6.537701531
2946	-37.65190996	-7.572257258
3791	-38.01448095	-6.0323282
2583	-36.07574295	-6.791610635
2790	-36.76181917	-8.496045857
4734	-37.14321859	-10.10571462
3793	-35.72728399	-6.104454953
1227	-43.53592425	-6.050122262
3796	-37.73008056	-6.068590846
1243	-43.28470593	-5.387790412
1311	-43.63754156	-6.556942265
2584	-36.2851767	-7.70053565
1261	-43.46627482	-5.622260453
3802	-35.94023866	-5.856384674
3797	-37.96562026	-5.923095044
3798	-38.33593935	-6.276338661
3800	-35.39986682	-5.37751249
3801	-38.08050612	-5.858362665
3803	-36.00617231	-6.248044054
1306	-43.15653066	-6.193963696
1329	-43.49662416	-6.452881747
1332	-42.97963849	-5.182865124
2772	-36.89983046	-7.677456402
2582	-35.96755497	-7.56427511
3804	-35.71996891	-5.788552325
2587	-37.27336145	-6.121096652
2586	-35.51461173	-6.70227254
2773	-36.83136524	-7.220914469
3814	-35.26043712	-6.065504131
2588	-38.55902044	-6.484900455
2589	-38.18727114	-7.429426179
2631	-38.16755039	-7.536248686
3815	-35.73971596	-6.30058303
3816	-36.85879258	-6.485940954
3817	-38.47346092	-6.211516397
2774	-37.89632694	-7.598260385
3818	-35.74013753	-5.182383066
3819	-35.75418396	-5.933566088
2775	-37.24035664	-7.23627236
3820	-35.62985442	-5.892324863
2776	-36.62414013	-6.960712201
2777	-38.57317919	-6.605925783
3822	-36.12816867	-5.987726777
2610	-36.02216359	-7.271972483
3752	-35.84367475	-6.010572214
3806	-36.76454788	-6.732048693
3821	-36.87823344	-5.836929414
2612	-35.19541429	-6.884700339
2956	-36.05574872	-7.998388516
2602	-37.17227516	-7.14053199
2613	-36.50123769	-7.772888426
2614	-38.32846839	-7.031550802
2603	-35.81289107	-6.626146691
2615	-35.84357752	-6.754161173
2616	-37.59043435	-7.1378942
2998	-41.30495561	-6.901669537
2617	-37.70449657	-6.320526218
2778	-38.39193554	-6.508143423
